,s1,s2,score_gold,rank_gold,score_WRD,rank_WRD,score_COS,rank_COS,score_ROTS4,rank_ROTS4,score_ROTSmean,rank_ROTSmean,SCORE_SELECTION,RANK_SELECTION
1365,militant attack from afghanistan kills four in upper dir,militant attack from afghanistan kills fc soldier in balochistan,3,792,0.552200679,741,0.652738002,682,0.773380201,755,0.707075839,722,-0.246223078,87
112,five men jump into a swimming pool .,a group of swimmers fall into a pool .,2.8,672,0.543114553,712,0.690480724,780,0.756854078,720,0.719936134,753,-0.246341985,52
500,a person is on a baseball team .,a person is playing basketball on a team .,2.4,592,0.559989588,757,0.630691064,616,0.718865639,640,0.67224166,629,-0.247050626,93
399,a tan and white dog retrieving a ball on a gravel path .,a large dog walks along a gravel path in the woods .,2,452,0.440390533,427,0.535994797,405,0.611863126,431,0.569833933,420,-0.247340922,30
1044,shares of mcdonald 's corp. and wendy 's international inc. continued a modest run-up on the new york stock exchange monday .,"shares of mcdonald 's and wendy 's continued their recent recovery monday , rising more than 1 percent on the new york stock exchange in afternoon trade .",3.2,819,0.563975123,767,0.698842119,797,0.831121531,881,0.757223621,843,-0.247376066,-50
258,blue couch and twin bed in a living room .,blue couch in room with sun shining in .,2,450,0.522983405,651,0.594346593,526,0.682510515,552,0.634611498,536,-0.247691031,73
554,the two kids look at the products sold inside the subway shop .,the kids are stealing from a store .,0.8,234,0.259806213,140,0.396312874,251,0.452319092,261,0.423834626,259,-0.248519097,57
705,it really depends on how the employer documents it .,it depends how you 're stating it .,2,484,0.436322487,419,0.528793156,393,0.607000586,425,0.563742246,407,-0.248885529,38
672,"the answers so far are already good , but i 'd like to add a map for switzerland :","you have a lot of answers already , but i 'd like to add curries as another solutions .",0,62,0.522536818,650,0.560138072,450,0.666219877,520,0.602599003,476,-0.249764865,60
161,a woman is riding a horse .,a man rides a horse .,2.8,673,0.686673456,1066,0.76847143,967,0.852554985,907,0.809984353,946,-0.249965084,219
1073,"the tech-laced nasdaq composite index gained 2.90 points , or 0.18 percent , to 1,606.87 .","at 12 : 10 p.m. edt , canada 's benchmark s & p / tsx composite index was up 6.87 points or 0.1 per cent to 6,979.29 .",0.5,184,0.324233293,241,0.467267806,315,0.520892015,315,0.489174667,316,-0.25028293,-74
286,a black and white cat and dog on a striped couch .,a black and white cat standing in front of a window .,2.4,581,0.472860011,511,0.597340807,534,0.667478395,522,0.626694817,526,-0.250475995,-1
654,"yes , there is a reason for it .","yes , that is exactly what it means .",1,258,0.375580451,305,0.538510581,410,0.583234009,391,0.55992328,399,-0.252376986,-67
978,"sony ericsson also said it would shut down its gsm / umts r & d center in munich , germany , to increase profitability .","sony ericsson also said it plans to close its r & d site in munich , germany , for gsm and umts handsets .",3.8,1019,0.705279391,1106,0.829896743,1140,0.94935145,1113,0.878796222,1113,-0.254085548,20
800,"you just have to base your answer on what you do know , which is what you want .","so if that 's what you need , you really do have to be explicit about it .",1,281,0.397396554,345,0.612913414,570,0.632618564,467,0.620267617,510,-0.25492716,-19
1033,sco says the pricing terms for a license will not be announced for weeks .,"details on pricing will be announced within a few weeks , mcbride said .",2.6,644,0.515940568,633,0.599591531,542,0.689295345,575,0.637318132,545,-0.254939726,-25
742,"i would say you can do it , but it wouldn 't be advised .","i would say it is impossible to know , so don 't risk it .",2,491,0.464298785,491,0.604220409,553,0.661730038,510,0.628005197,528,-0.254940882,24
838,you have to decide what you want to get out of this .,you 're probably going to have to read various blogs to get all the information you want .,0,90,0.350382687,279,0.580582086,495,0.5930799,403,0.547694635,380,-0.255195027,-32
516,a woman is digging in the sand .,a man is buried in the sand .,1.4,358,0.632449163,946,0.702267977,809,0.795402003,800,0.748364287,818,-0.256086865,155
1128,"it is priced at $ 5,995 for an unlimited number of users tapping into the single processor , or $ 195 per user with a minimum of five users .","it is priced at $ 5,995 or $ 195 on a per user licensing plan with a minimum of five users .",3.25,840,0.609465324,892,0.748497166,909,0.847639907,901,0.794087187,917,-0.256247972,-1
1375,israel bars palestinians from jerusalem 's old city,"two-state solution between palestinians , israel pie in sky",1,306,0.382408201,315,0.572883028,480,0.605920889,424,0.584198065,441,-0.256550548,-53
1034,sources within the racing industry have told the daily bulletin that fontana will get a second nascar race on labor day weekend starting next season .,sources in the racing industry said fontana will get a second nascar race on labor day weekend starting next season .,4.4,1204,0.796013682,1273,0.905105163,1291,1.062855516,1285,0.97016701,1283,-0.25661955,-6
610,the people are running a marathon,people are running a marathon,5,1310,0.993174149,1374,0.998533169,1373,1.132628451,1344,1.06429196,1365,-0.256964222,59
630,"you just have to base your answer on what you do know , which is what you want .","you may want it , but the process given to you is what you have to work within .",0,56,0.424910265,397,0.639066449,643,0.660663021,507,0.64562323,571,-0.257349328,26
584,the lady looks sad because no one is buying her wares .,the lady is selling things .,2,464,0.350050217,277,0.59652172,532,0.65216159,497,0.623475444,513,-0.257851678,189
148,a girl is playing guitar .,a girl is playing a piano .,2,447,0.769813946,1238,0.810002222,1087,0.918883897,1058,0.863794133,1081,-0.257951626,209
1110,"the technology-laced nasdaq composite index .ixic shed 15 points , or 0.98 percent , to 1,492 .","the broader standard & poor 's 500 index < .spx > edged down 9 points , or 0.98 percent , to 921 .",1.2,331,0.449232108,455,0.537786615,409,0.62255295,447,0.573928162,425,-0.258087177,-30
26,a man is riding a motorcycle .,a woman is riding a horse .,0.75,204,0.544903426,715,0.68527512,769,0.744444477,691,0.714673976,739,-0.258710407,102
1085,state health officials said today a young northeast kansas woman likely has the state 's first case of monkeypox among humans or animals .,health officials confirmed today that a northeast kansas woman has the state 's first case of monkeypox and the first case west of the mississippi river .,3.5,917,0.646831398,981,0.766827304,965,0.889533172,990,0.817244444,966,-0.259070438,-34
98,"three young men run , jump , and kick off of a coke machine .",three men are jumping off a wall .,1.5,376,0.338816815,263,0.429613926,277,0.513845533,309,0.468865196,296,-0.259260325,78
1081,"he was referring to john s. reed , the former citicorp chief executive who became interim chairman and chief executive of the exchange last sunday .","next week , john s. reed , the former citicorp chief executive who sunday became interim chairman and chief executive of the exchange , will take up his position .",4,1131,0.777488618,1247,0.920055917,1318,1.001014622,1204,0.952518478,1252,-0.259461945,157
920,knox county health department is following national centers for disease control and prevention protocol to contain infection .,the health department spokesperson added the department is following centers for disease control protocol .,3,761,0.571960607,782,0.696020615,793,0.791807781,796,0.7355154,788,-0.259555554,-17
689,i don 't think it makes any tremendous difference .,i don 't think it makes much difference .,4,1088,0.725356003,1160,0.849303771,1176,0.992255099,1184,0.915899447,1192,-0.26056243,-32
373,a black and white cow looking through the fence .,a black and white dog looking at the camera .,1,248,0.469923389,504,0.555378233,442,0.642987158,484,0.597016154,466,-0.260672694,-22
379,black bird standing on concrete .,blue bird standing on green grass .,1,249,0.515938865,632,0.564262446,460,0.670477946,528,0.613553612,498,-0.26075458,36
360,motorcycle parked next to a car outside .,a motorcycle parked next to a car .,4.4,1195,0.824742013,1303,0.936741672,1331,1.066639147,1290,0.994275202,1315,-0.261278634,54
565,a dog prepares to herd three sheep with horns .,a dog and sheep run together .,2.2,549,0.424660332,396,0.583883046,502,0.650644251,493,0.611754004,495,-0.262065789,88
1218,calls for more egypt protests,death toll from egypt protests rises to 49,1.4,371,0.391284508,335,0.575420274,485,0.614453073,436,0.590215379,451,-0.262201363,20
1333,former pakistan president pervez musharraf arrested again,former pakistan military ruler pervez musharraf granted bail,3,789,0.55554364,746,0.74399204,896,0.825589694,876,0.778119925,880,-0.262730987,-24
1078,advanced micro devices said fujitsu siemens computers is offering a high-end workstation based on amd 's opteron 200 series .,fujitsu siemens computers on tuesday made good on a promise to offer a workstation based on advanced micro devices ' opteron processor .,3.25,838,0.723123049,1154,0.885532498,1254,0.935705051,1093,0.904018933,1167,-0.262754555,222
150,a man is playing piano .,a man is playing a violin .,2,448,0.801349986,1278,0.812990819,1098,0.938620321,1099,0.874856292,1104,-0.262899838,178
227,swimmers are racing in a lake .,women swimmers are diving in from the starting platform .,1.6,384,0.324634892,242,0.491504214,342,0.539595461,334,0.514206103,341,-0.263051815,84
676,i am not sure this is the right site for the question .,i am not sure this question would have made much sense to the romans themselves .,2,474,0.418785623,382,0.54691599,426,0.614515679,437,0.574757398,426,-0.263329745,66
752,you don 't have to worry .,"since you have one ticket , you don 't have to worry .",3,746,0.622046392,920,0.750583628,912,0.818188847,852,0.77373817,871,-0.263747673,128
995,""" jeremy 's a good guy , "" barber said , adding : "" jeremy is living the dream life of the new york athlete .","he also said shockey is "" living the dream life of a new york athlete .",2.75,665,0.560131574,758,0.673471198,727,0.748755489,701,0.70416983,712,-0.263908207,83
145,someone is playing a piano .,someone is playing guitar .,2.4,580,0.75848493,1214,0.786263112,1014,0.904686649,1027,0.844766346,1038,-0.264625256,174
144,a woman is cutting some fish .,a woman is cutting tofu .,2.2,538,0.596614776,854,0.59962823,543,0.730761783,659,0.664357424,613,-0.26528056,79
1307,myanmar arrests 44 over sectarian violence,ban warns syria strikes could worsen sectarian violence,1.2,336,0.325115711,243,0.492516675,345,0.541687721,337,0.512766612,339,-0.265743056,100
1263,morsi supporters clash with riot police in cairo,protesters clash with riot police in kiev,0.8,242,0.508422587,619,0.614449652,576,0.694332313,590,0.652832036,582,-0.265792387,15
1023,the elderly and those with weakened immune systems are also urged to protect against mosquito bites .,"but for the elderly and those with weakened immune systems , it can be fatal .",2.6,643,0.504192027,608,0.666947619,717,0.734528046,667,0.694885579,692,-0.2663005,61
969,new legit download service launches with pc users in mind .,buymusic is the first subscription-free paid download music service for pc users .,2.4,598,0.530882846,676,0.671495206,724,0.734357985,666,0.694165505,690,-0.266337919,68
511,the yard has a dog .,the dog is running after another dog .,1.6,387,0.446759151,445,0.64301381,648,0.678192819,544,0.659099177,600,-0.266612676,5
27,a woman is slicing garlics .,a woman is slicing an onion .,2.2,536,0.68406082,1061,0.682133021,761,0.816430894,849,0.748414265,819,-0.266667947,124
70,a skunk is looking here and there .,a skunk looks at the camera .,2.4,577,0.473976051,515,0.558285897,446,0.655502646,500,0.606391977,482,-0.266695447,39
588,he is about to run into the boat,the man is getting his boat clean to take it out on the water .,1.2,326,0.343144849,267,0.526715812,387,0.568414803,369,0.541063484,373,-0.266968944,34
33,a cat is eating some corn .,a cat is eating corn on the cob .,4.25,1181,0.719576944,1145,0.848181017,1175,1.049650844,1268,0.947337678,1245,-0.267059649,-132
906,q : can i buy coverage for prescription drugs right away ?,congress has added a new benefit - an option to buy insurance coverage for prescription drugs .,1.25,340,0.495795507,589,0.693547862,786,0.72880637,657,0.709616102,729,-0.26826937,61
381,a sheep beside a road and a lake .,a sheep is on the edge of a road with a lake and a mountain in the background .,3,718,0.545715521,718,0.739695072,880,0.831335617,882,0.785286202,897,-0.268691681,-166
1032,"sayliyah was the command base for the iraq war , but central command sent hundreds who ran the war back home to tampa , florida .","as sayliyah was the command base for the iraq war , but hundreds who ran the war have returned to the united states .",3.4,882,0.632492258,948,0.754469046,928,0.875441194,960,0.801403792,926,-0.2689056,-44
1240,syrian opposition urges eu to send arms to rebels,syrian opposition meets to choose interim pm,1.6,402,0.334839821,255,0.456485781,303,0.530210872,324,0.490336167,317,-0.269096142,90
